user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,Cluster,Cluster_Label
772,2024-12-29,Premium,699,22.1,1,2,13,20,0,2,Medium
773,2024-12-25,Basic,199,2.7,7,5,8,23,1,2,Medium
774,2023-06-24,Standard,399,15.5,2,3,33,35,1,0,At-Risk
775,2024-03-05,Standard,399,4.5,2,1,10,49,0,0,At-Risk
776,2023-05-15,Standard,399,18.4,7,2,20,40,1,2,Medium
777,2024-05-25,Basic,199,15.8,4,0,1,29,1,2,Medium
778,2024-05-02,Premium,699,15.4,7,1,1,13,0,2,Medium
779,2024-09-26,Standard,399,11.3,0,1,27,56,0,0,At-Risk
780,2024-10-30,Premium,699,20.6,3,0,36,11,0,1,Loyal
781,2023-11-02,Standard,399,4.1,0,5,3,36,1,0,At-Risk
782,2024-09-17,Standard,399,1.7,6,1,6,10,0,2,Medium
783,2023-02-06,Premium,699,4.8,7,5,36,37,1,1,Loyal
784,2024-07-17,Basic,199,8.4,6,0,20,48,1,0,At-Risk
785,2024-06-23,Basic,199,12.0,1,5,19,55,1,0,At-Risk
786,2024-10-06,Standard,399,5.6,3,4,34,3,1,1,Loyal
787,2023-09-23,Premium,699,12.3,4,3,6,38,0,2,Medium
788,2024-05-19,Premium,699,23.2,7,4,23,46,1,0,At-Risk
789,2024-10-02,Basic,199,17.9,3,0,15,7,1,2,Medium
790,2024-07-27,Basic,199,20.1,6,3,14,2,1,2,Medium
791,2023-03-11,Premium,699,0.8,3,5,14,18,1,2,Medium
792,2023-12-16,Standard,399,12.9,5,0,20,7,0,1,Loyal
793,2024-11-19,Standard,399,20.9,3,2,2,53,1,2,Medium
794,2024-07-03,Standard,399,20.0,2,3,31,9,0,1,Loyal
795,2023-11-03,Standard,399,19.7,6,5,30,3,0,1,Loyal
796,2023-12-29,Premium,699,14.1,0,1,21,36,0,0,At-Risk
797,2023-06-19,Basic,199,7.4,0,2,10,24,0,2,Medium
798,2024-12-27,Premium,699,5.1,1,2,25,45,0,0,At-Risk
799,2023-11-06,Basic,199,10.6,7,1,18,23,1,2,Medium
800,2023-07-26,Basic,199,7.9,1,2,34,50,1,0,At-Risk
801,2024-05-10,Basic,199,12.9,7,4,29,9,1,1,Loyal
802,2024-06-12,Premium,699,8.1,5,1,34,49,0,0,At-Risk
803,2024-06-18,Premium,699,5.5,0,3,9,24,0,2,Medium
804,2023-03-31,Basic,199,8.1,0,5,1,54,1,0,At-Risk
805,2023-11-16,Standard,399,22.3,1,4,30,49,0,0,At-Risk
806,2023-10-11,Basic,199,16.2,3,2,20,12,1,1,Loyal
807,2023-04-28,Premium,699,19.4,1,2,21,9,1,1,Loyal
808,2023-10-05,Basic,199,13.1,3,4,36,22,1,1,Loyal
809,2023-12-13,Basic,199,14.6,2,0,19,19,0,2,Medium
810,2023-04-19,Premium,699,1.7,0,3,29,57,1,0,At-Risk
811,2024-08-29,Standard,399,2.6,6,1,4,45,1,2,Medium
812,2024-11-17,Premium,699,15.6,4,2,29,52,1,0,At-Risk
813,2024-12-16,Premium,699,24.4,7,4,6,8,1,2,Medium
814,2023-05-28,Standard,399,11.7,7,3,7,14,0,2,Medium
815,2023-12-05,Premium,699,22.9,6,1,17,44,0,2,Medium
816,2024-04-17,Standard,399,12.4,1,3,30,7,0,1,Loyal
817,2023-04-20,Basic,199,19.3,2,4,19,6,0,1,Loyal
818,2024-02-28,Standard,399,16.4,4,4,36,29,1,1,Loyal
819,2024-12-11,Basic,199,13.9,7,3,16,4,1,2,Medium
820,2024-12-11,Premium,699,19.7,6,4,28,50,1,0,At-Risk
821,2024-05-13,Basic,199,16.7,1,5,12,59,0,0,At-Risk
822,2024-02-20,Basic,199,8.5,1,3,30,11,1,1,Loyal
823,2023-03-04,Basic,199,17.3,6,2,7,31,1,2,Medium
824,2024-06-28,Basic,199,20.5,0,1,14,42,1,0,At-Risk
825,2023-11-21,Standard,399,15.6,7,1,25,13,0,1,Loyal
826,2023-04-02,Standard,399,23.0,6,5,20,58,1,0,At-Risk
827,2023-10-29,Premium,699,15.5,8,3,1,54,1,2,Medium
828,2024-01-03,Basic,199,22.6,0,0,24,45,0,0,At-Risk
829,2024-10-02,Basic,199,21.7,3,3,19,44,1,0,At-Risk
830,2024-05-01,Standard,399,10.4,6,4,25,13,0,1,Loyal
831,2024-11-17,Basic,199,14.1,5,3,13,9,1,2,Medium
832,2024-11-04,Basic,199,0.8,0,1,9,46,0,0,At-Risk
833,2024-09-10,Standard,399,2.6,6,3,9,57,1,0,At-Risk
834,2023-12-30,Standard,399,11.6,6,4,12,52,1,0,At-Risk
835,2023-08-31,Basic,199,10.9,0,4,12,31,0,0,At-Risk
836,2023-02-08,Premium,699,7.1,8,4,33,23,1,1,Loyal
837,2023-03-23,Premium,699,17.8,1,4,31,30,0,1,Loyal
838,2024-09-16,Basic,199,24.6,4,3,34,33,1,1,Loyal
839,2024-08-16,Basic,199,12.1,1,5,16,40,1,0,At-Risk
840,2024-04-25,Standard,399,22.6,8,0,4,30,1,2,Medium
841,2024-09-03,Premium,699,10.8,4,2,22,10,1,1,Loyal
842,2023-06-23,Premium,699,18.3,4,0,20,40,1,0,At-Risk
843,2024-05-11,Premium,699,16.6,4,5,4,39,1,2,Medium
844,2023-10-09,Basic,199,12.9,4,2,9,8,0,2,Medium
845,2024-04-02,Standard,399,18.7,2,4,1,47,1,2,Medium
846,2023-02-03,Standard,399,6.9,3,3,12,11,0,2,Medium
847,2024-01-28,Standard,399,24.2,2,3,6,48,0,0,At-Risk
848,2023-12-20,Basic,199,18.3,2,1,29,36,0,0,At-Risk
849,2024-05-02,Basic,199,19.0,1,0,17,10,0,2,Medium
850,2024-02-04,Standard,399,18.8,8,1,31,24,0,1,Loyal
851,2024-04-04,Standard,399,4.1,6,0,17,18,0,2,Medium
852,2023-12-29,Standard,399,24.1,0,0,21,58,0,0,At-Risk
853,2024-02-05,Standard,399,8.7,4,0,18,16,0,2,Medium
854,2023-07-04,Standard,399,18.5,3,4,16,21,0,2,Medium
855,2024-06-21,Standard,399,0.8,0,0,36,0,0,1,Loyal
856,2024-09-26,Basic,199,9.1,4,2,29,12,1,1,Loyal
857,2023-05-03,Basic,199,23.5,3,4,4,40,1,2,Medium
858,2023-10-29,Basic,199,9.7,2,0,9,44,1,0,At-Risk
859,2023-11-28,Standard,399,16.2,4,3,5,44,0,2,Medium
860,2023-03-03,Standard,399,19.6,4,0,11,24,1,2,Medium
861,2024-02-07,Standard,399,4.9,1,3,17,59,1,0,At-Risk
862,2023-04-19,Basic,199,3.2,8,3,32,13,1,1,Loyal
863,2024-04-01,Standard,399,3.0,1,0,17,36,0,0,At-Risk
864,2023-06-05,Basic,199,4.1,0,0,32,42,1,0,At-Risk
865,2024-05-17,Premium,699,22.7,0,4,22,45,0,0,At-Risk
866,2024-12-06,Standard,399,10.4,1,4,28,14,1,1,Loyal
867,2023-02-26,Standard,399,14.4,5,2,8,43,1,2,Medium
868,2023-10-24,Premium,699,9.5,5,0,6,53,1,2,Medium
869,2024-12-13,Premium,699,4.8,0,3,13,42,1,0,At-Risk
870,2024-03-24,Standard,399,16.0,5,3,7,5,0,2,Medium
871,2023-09-02,Premium,699,3.9,3,0,13,46,0,0,At-Risk
872,2024-04-05,Standard,399,2.0,8,5,25,19,1,1,Loyal
873,2023-08-05,Basic,199,8.8,5,5,3,2,1,2,Medium
874,2023-03-15,Premium,699,11.7,8,1,34,47,0,1,Loyal
875,2023-02-16,Basic,199,12.5,0,3,10,58,0,0,At-Risk
876,2024-04-12,Basic,199,0.9,0,2,9,52,1,0,At-Risk
877,2024-09-22,Premium,699,21.0,1,0,11,7,0,2,Medium
878,2024-11-25,Basic,199,20.2,6,2,5,51,0,2,Medium
879,2023-08-07,Standard,399,3.5,8,1,21,20,0,1,Loyal
880,2023-06-22,Basic,199,8.7,1,2,12,9,0,2,Medium
881,2023-05-17,Premium,699,14.1,7,1,24,59,0,0,At-Risk
882,2023-07-03,Basic,199,19.6,0,3,25,5,1,1,Loyal
883,2024-10-17,Basic,199,10.7,7,5,19,8,1,1,Loyal
884,2024-09-02,Standard,399,11.5,3,1,34,39,0,0,At-Risk
885,2023-12-23,Basic,199,15.5,1,5,32,52,0,0,At-Risk
886,2024-09-25,Standard,399,14.2,3,0,1,33,0,2,Medium
887,2023-02-24,Standard,399,12.9,7,5,35,42,1,1,Loyal
888,2023-02-14,Basic,199,20.0,7,3,8,11,1,2,Medium
889,2024-04-09,Basic,199,7.5,6,2,24,21,1,1,Loyal
890,2024-05-11,Basic,199,18.6,8,1,7,10,0,2,Medium
891,2023-11-30,Premium,699,2.2,3,5,8,28,1,2,Medium
892,2023-08-22,Standard,399,18.8,5,1,13,49,1,2,Medium
893,2024-04-27,Basic,199,18.6,3,3,16,57,1,0,At-Risk
894,2024-04-10,Premium,699,1.8,6,1,32,13,0,1,Loyal
895,2023-10-04,Basic,199,9.7,7,5,25,12,0,1,Loyal
896,2024-04-21,Basic,199,3.6,0,2,22,8,1,1,Loyal
897,2023-06-10,Standard,399,4.7,5,1,27,56,1,0,At-Risk
898,2024-06-18,Premium,699,14.7,8,1,11,5,0,2,Medium
899,2023-09-10,Standard,399,15.0,7,2,14,0,0,2,Medium
900,2024-08-10,Basic,199,11.1,3,4,21,60,1,0,At-Risk
901,2023-02-04,Basic,199,24.5,0,3,27,46,0,0,At-Risk
902,2024-07-25,Standard,399,10.2,1,3,34,31,1,0,At-Risk
903,2023-04-03,Basic,199,23.8,2,2,27,18,1,1,Loyal
904,2024-08-20,Basic,199,16.9,2,5,31,29,0,1,Loyal
905,2024-01-15,Basic,199,11.9,2,5,30,25,1,1,Loyal
906,2024-12-08,Premium,699,17.7,0,5,30,4,0,1,Loyal
907,2024-07-09,Standard,399,1.3,6,2,34,44,1,0,At-Risk
908,2023-02-26,Premium,699,19.8,1,4,14,56,1,0,At-Risk
909,2023-02-11,Premium,699,22.3,1,3,24,23,1,1,Loyal
910,2023-07-29,Standard,399,4.8,8,5,24,4,1,1,Loyal
911,2024-08-17,Basic,199,6.3,1,5,22,30,0,0,At-Risk
912,2024-05-30,Premium,699,19.0,3,2,14,22,0,2,Medium
913,2024-05-28,Premium,699,7.3,1,2,28,22,1,1,Loyal
914,2023-10-27,Premium,699,12.0,8,5,8,52,1,2,Medium
915,2023-03-31,Standard,399,20.1,1,1,24,57,0,0,At-Risk
916,2023-04-25,Basic,199,22.5,4,0,26,6,1,1,Loyal
917,2023-10-28,Premium,699,12.7,3,4,10,60,0,0,At-Risk
918,2024-10-22,Standard,399,23.3,7,2,35,26,1,1,Loyal
919,2024-10-22,Basic,199,5.1,0,1,19,53,0,0,At-Risk
920,2024-06-26,Standard,399,14.7,5,3,27,37,1,1,Loyal
921,2023-08-21,Premium,699,11.7,2,2,29,10,0,1,Loyal
922,2023-06-20,Standard,399,24.3,0,1,24,22,1,1,Loyal
923,2024-12-10,Premium,699,17.9,4,1,11,11,0,2,Medium
924,2024-03-27,Premium,699,4.5,1,0,10,20,0,2,Medium
925,2023-12-19,Standard,399,5.0,8,5,24,2,0,1,Loyal
926,2023-01-26,Basic,199,11.5,2,4,24,19,1,1,Loyal
927,2024-07-13,Standard,399,19.3,7,2,32,9,1,1,Loyal
928,2024-08-10,Premium,699,16.4,4,3,22,57,1,0,At-Risk
929,2024-05-05,Premium,699,20.1,7,2,10,44,1,2,Medium
930,2023-08-14,Basic,199,17.1,1,2,9,1,0,2,Medium
931,2024-06-23,Standard,399,2.8,0,4,23,41,1,0,At-Risk
932,2024-11-18,Basic,199,5.3,1,4,18,54,1,0,At-Risk
933,2023-02-27,Basic,199,10.2,7,2,33,38,1,1,Loyal
934,2023-10-19,Premium,699,10.2,6,2,24,24,1,1,Loyal
935,2024-03-30,Standard,399,8.0,7,4,23,5,1,1,Loyal
936,2024-03-10,Premium,699,20.2,4,1,27,51,0,0,At-Risk
937,2024-06-21,Premium,699,3.9,1,1,27,13,1,1,Loyal
938,2023-10-07,Standard,399,23.4,6,0,5,0,0,2,Medium
939,2023-10-24,Standard,399,14.1,2,1,12,11,0,2,Medium
940,2024-04-19,Premium,699,1.5,4,4,32,19,1,1,Loyal
941,2024-10-13,Basic,199,19.9,2,2,2,19,0,2,Medium
942,2024-12-05,Standard,399,16.5,4,3,8,11,1,2,Medium
943,2024-01-06,Premium,699,1.2,4,3,16,4,1,2,Medium
944,2024-12-11,Premium,699,14.4,4,5,31,43,1,0,At-Risk
945,2023-05-30,Basic,199,13.1,0,2,24,10,0,1,Loyal
946,2024-01-05,Standard,399,22.0,2,2,30,10,1,1,Loyal
947,2024-06-10,Standard,399,1.7,4,4,23,40,1,0,At-Risk
948,2024-12-02,Basic,199,19.2,2,4,12,20,0,2,Medium
949,2023-05-28,Standard,399,17.3,5,0,18,34,0,2,Medium
950,2023-06-16,Basic,199,13.2,5,3,9,26,1,2,Medium
951,2024-09-20,Basic,199,4.3,3,1,14,50,0,0,At-Risk
952,2024-03-03,Premium,699,21.2,8,5,34,48,0,1,Loyal
953,2024-12-08,Standard,399,3.4,2,0,5,30,1,2,Medium
954,2023-01-30,Standard,399,20.5,8,2,9,11,0,2,Medium
955,2023-08-03,Premium,699,5.9,2,5,8,14,1,2,Medium
956,2024-03-17,Basic,199,10.9,1,0,6,1,0,2,Medium
957,2023-09-17,Basic,199,3.1,8,4,13,3,1,2,Medium
958,2024-09-08,Basic,199,7.9,0,0,5,50,1,0,At-Risk
959,2023-10-12,Basic,199,5.0,5,0,13,5,1,2,Medium
960,2024-08-06,Premium,699,9.1,8,5,23,39,1,1,Loyal
961,2023-10-16,Basic,199,20.6,0,4,7,13,0,2,Medium
962,2024-12-25,Basic,199,0.6,1,1,35,58,1,0,At-Risk
963,2023-07-05,Standard,399,17.6,2,3,24,43,0,0,At-Risk
964,2023-11-18,Standard,399,10.9,8,1,25,26,1,1,Loyal
965,2023-10-23,Basic,199,3.2,2,3,30,48,1,0,At-Risk
966,2024-09-06,Premium,699,2.5,7,0,3,24,1,2,Medium
967,2024-03-14,Premium,699,17.3,7,1,20,35,1,2,Medium
968,2024-11-21,Basic,199,22.4,7,5,5,23,1,2,Medium
969,2023-05-27,Standard,399,10.2,8,5,7,43,1,2,Medium
970,2023-06-22,Standard,399,17.5,1,5,26,59,0,0,At-Risk
971,2024-02-18,Basic,199,24.4,5,1,24,38,0,0,At-Risk
972,2024-08-18,Basic,199,21.0,7,2,15,48,1,2,Medium
973,2024-02-19,Premium,699,19.0,6,2,18,30,1,2,Medium
974,2024-05-24,Standard,399,7.3,7,0,33,7,0,1,Loyal
975,2023-07-03,Basic,199,1.2,0,0,9,31,0,2,Medium
976,2024-05-19,Standard,399,4.2,1,0,21,42,0,0,At-Risk
977,2023-12-18,Standard,399,7.7,7,3,13,32,1,2,Medium
978,2024-01-28,Premium,699,0.9,0,3,35,56,0,0,At-Risk
979,2024-07-24,Standard,399,21.4,7,3,21,2,1,1,Loyal
980,2024-02-03,Premium,699,22.2,2,3,20,27,1,1,Loyal
981,2024-08-08,Standard,399,14.4,7,5,8,35,1,2,Medium
982,2024-05-21,Standard,399,14.3,2,4,31,3,0,1,Loyal
983,2024-08-27,Premium,699,15.6,5,2,25,20,1,1,Loyal
984,2024-10-02,Basic,199,21.0,5,5,9,37,1,2,Medium
985,2024-11-08,Standard,399,2.9,5,2,25,26,1,1,Loyal
986,2023-03-09,Basic,199,6.2,4,4,16,5,0,1,Loyal
987,2024-11-04,Standard,399,8.8,0,4,8,20,1,2,Medium
988,2023-01-23,Standard,399,22.6,4,0,33,44,1,0,At-Risk
989,2023-04-13,Standard,399,14.5,5,4,25,6,0,1,Loyal
990,2023-11-03,Premium,699,8.7,8,5,14,21,1,2,Medium
991,2023-02-18,Standard,399,5.4,1,4,28,13,1,1,Loyal
992,2024-08-29,Standard,399,20.2,1,5,26,54,1,0,At-Risk
993,2023-03-20,Standard,399,2.1,8,3,18,27,1,2,Medium
994,2023-07-24,Premium,699,12.9,4,3,20,42,1,0,At-Risk
995,2023-07-04,Standard,399,6.7,8,3,26,42,0,0,At-Risk
996,2024-04-23,Basic,199,21.6,7,1,34,42,0,1,Loyal
997,2024-06-18,Standard,399,20.3,6,4,35,46,1,1,Loyal
998,2023-11-04,Basic,199,11.8,3,1,24,47,0,0,At-Risk
999,2023-10-01,Standard,399,8.3,1,5,27,13,0,1,Loyal
1000,2023-07-16,Standard,399,6.8,3,3,11,15,1,2,Medium
1001,2024-03-22,Basic,199,20.0,4,3,16,31,1,2,Medium
1002,2023-10-12,Standard,399,5.4,4,1,3,1,0,2,Medium
1003,2023-02-26,Premium,699,4.8,0,5,36,31,1,0,At-Risk
1004,2024-11-04,Basic,199,15.2,1,3,21,57,1,0,At-Risk
1005,2024-05-27,Basic,199,23.6,2,1,26,7,0,1,Loyal
1006,2023-09-01,Basic,199,16.8,8,2,34,31,0,1,Loyal
1007,2024-02-04,Premium,699,19.4,5,2,8,53,1,2,Medium
1008,2023-10-09,Premium,699,23.4,3,1,16,6,0,2,Medium
1009,2023-04-26,Standard,399,6.7,0,3,27,34,1,0,At-Risk
1010,2023-05-29,Standard,399,10.9,3,2,35,56,0,0,At-Risk
1011,2024-09-12,Standard,399,18.0,4,0,31,41,0,0,At-Risk
1012,2024-10-16,Basic,199,17.4,3,2,4,35,1,2,Medium
1013,2024-03-29,Premium,699,22.6,1,4,24,55,1,0,At-Risk
1014,2023-08-30,Standard,399,22.8,6,2,1,19,1,2,Medium
1015,2024-10-21,Standard,399,21.6,2,3,14,40,1,0,At-Risk
1016,2023-12-07,Standard,399,7.2,1,3,3,30,0,2,Medium
1017,2023-03-09,Premium,699,22.0,1,1,28,44,1,0,At-Risk
1018,2023-01-29,Standard,399,15.3,8,5,27,20,1,1,Loyal
1019,2023-11-09,Basic,199,15.9,2,0,12,25,1,2,Medium
1020,2024-10-26,Standard,399,3.2,3,4,6,45,0,0,At-Risk
1021,2023-05-17,Basic,199,19.9,5,3,27,30,0,1,Loyal
1022,2024-01-12,Standard,399,17.3,5,2,12,12,1,2,Medium
1023,2024-07-25,Basic,199,22.0,3,0,26,60,1,0,At-Risk
1024,2023-06-22,Premium,699,22.7,7,1,15,16,0,2,Medium
1025,2023-06-24,Basic,199,15.6,4,1,26,5,0,1,Loyal
1026,2024-04-09,Premium,699,0.8,8,3,8,49,1,2,Medium
1027,2023-09-30,Premium,699,3.4,3,1,32,60,0,0,At-Risk
1028,2023-10-17,Standard,399,9.9,6,1,32,38,1,1,Loyal
1029,2023-09-26,Premium,699,10.7,6,1,13,1,0,2,Medium
1030,2023-03-29,Basic,199,22.7,5,4,29,43,1,0,At-Risk
1031,2024-12-31,Basic,199,3.8,5,5,31,25,1,1,Loyal
1032,2023-02-23,Standard,399,18.5,4,0,28,6,0,1,Loyal
1033,2024-09-04,Standard,399,12.0,5,4,16,60,1,0,At-Risk
1034,2024-02-09,Premium,699,0.6,8,4,3,24,1,2,Medium
1035,2023-06-23,Premium,699,3.7,8,0,24,37,1,1,Loyal
1036,2024-06-27,Premium,699,23.3,7,1,32,5,0,1,Loyal
1037,2023-10-15,Standard,399,6.9,5,0,10,8,0,2,Medium
1038,2023-09-28,Premium,699,23.2,4,2,24,39,0,0,At-Risk
1039,2023-06-04,Premium,699,11.2,2,2,21,47,0,0,At-Risk
1040,2024-04-26,Premium,699,1.8,2,0,29,14,1,1,Loyal
1041,2023-02-11,Standard,399,17.8,6,0,11,57,0,2,Medium
1042,2023-06-01,Standard,399,24.7,8,3,23,29,1,1,Loyal
1043,2024-06-04,Basic,199,2.8,4,1,23,53,1,0,At-Risk
1044,2024-03-02,Standard,399,14.8,0,4,14,49,1,0,At-Risk
1045,2024-11-27,Basic,199,19.3,1,2,16,1,1,1,Loyal
1046,2024-04-16,Basic,199,9.7,1,2,26,9,1,1,Loyal
1047,2023-02-14,Premium,699,11.6,4,4,31,42,1,0,At-Risk
1048,2024-10-21,Premium,699,8.5,2,1,29,55,1,0,At-Risk
1049,2023-04-05,Standard,399,20.1,1,4,21,60,0,0,At-Risk
1050,2023-06-16,Standard,399,4.9,6,0,17,1,0,2,Medium
1051,2024-03-18,Standard,399,7.5,2,0,26,19,0,1,Loyal
1052,2024-01-12,Premium,699,22.6,2,2,20,42,1,0,At-Risk
1053,2024-03-09,Premium,699,12.5,6,3,13,17,0,2,Medium
1054,2023-02-11,Basic,199,20.4,2,3,28,40,1,0,At-Risk
1055,2024-05-22,Premium,699,24.3,3,5,22,43,0,0,At-Risk
1056,2024-05-04,Premium,699,2.6,7,3,34,5,0,1,Loyal
1057,2024-08-05,Standard,399,24.6,4,1,10,33,1,2,Medium
1058,2024-02-27,Basic,199,2.4,0,4,36,6,1,1,Loyal
1059,2024-05-30,Basic,199,16.7,4,2,30,16,0,1,Loyal
1060,2024-02-07,Basic,199,18.6,7,1,8,50,1,2,Medium
1061,2024-11-17,Basic,199,10.7,4,2,6,37,1,2,Medium
1062,2024-09-10,Standard,399,8.9,2,1,17,11,1,2,Medium
1063,2023-06-25,Standard,399,11.1,0,0,7,25,1,2,Medium
1064,2024-05-13,Premium,699,11.8,6,5,31,47,1,0,At-Risk
1065,2023-01-15,Standard,399,17.4,6,2,24,5,1,1,Loyal
1066,2023-05-29,Basic,199,20.5,3,0,8,13,0,2,Medium
1067,2024-04-19,Premium,699,11.2,8,1,16,5,0,2,Medium
1068,2024-12-20,Basic,199,10.8,1,1,31,57,1,0,At-Risk
1069,2024-08-06,Standard,399,12.1,7,4,32,15,1,1,Loyal
1070,2024-03-01,Standard,399,8.7,1,5,4,54,0,0,At-Risk
1071,2024-08-28,Standard,399,25.0,0,3,36,25,1,1,Loyal
1072,2023-11-20,Premium,699,6.2,0,4,32,1,0,1,Loyal
1073,2024-10-23,Premium,699,7.1,6,3,5,7,1,2,Medium
1074,2024-04-25,Standard,399,17.6,0,1,29,18,0,1,Loyal
1075,2024-09-08,Standard,399,6.2,3,4,29,58,0,0,At-Risk
1076,2024-03-02,Premium,699,3.7,4,5,30,45,1,0,At-Risk
1077,2023-03-30,Premium,699,20.0,2,4,24,13,1,1,Loyal
1078,2024-03-01,Premium,699,3.7,3,1,31,38,1,0,At-Risk
1079,2023-09-25,Standard,399,6.3,8,0,20,1,0,1,Loyal
1080,2024-03-16,Standard,399,4.8,8,0,11,51,1,2,Medium
1081,2023-12-30,Basic,199,3.5,3,3,15,16,0,2,Medium
1082,2024-11-16,Basic,199,7.1,2,5,36,55,1,0,At-Risk
1083,2023-04-19,Basic,199,23.2,7,3,4,53,0,2,Medium
1084,2023-05-01,Premium,699,20.7,0,4,7,6,1,2,Medium
1085,2024-05-25,Basic,199,4.3,4,5,24,28,1,1,Loyal
1086,2023-07-26,Premium,699,4.3,5,2,7,52,1,2,Medium
1087,2023-12-16,Standard,399,19.3,0,1,27,53,0,0,At-Risk
1088,2024-01-05,Standard,399,4.7,4,2,33,45,1,0,At-Risk
1089,2024-03-15,Premium,699,4.2,8,3,16,50,1,2,Medium
1090,2024-03-29,Standard,399,22.5,8,5,27,23,0,1,Loyal
1091,2024-02-16,Basic,199,18.1,8,0,1,5,0,2,Medium
1092,2024-08-11,Basic,199,2.0,0,5,28,59,1,0,At-Risk
1093,2024-07-20,Basic,199,24.3,6,3,34,56,1,0,At-Risk
1094,2023-05-31,Standard,399,22.8,0,2,21,57,1,0,At-Risk
1095,2024-10-29,Premium,699,11.4,3,4,26,39,0,0,At-Risk
1096,2023-02-07,Standard,399,22.2,6,1,23,56,1,0,At-Risk
1097,2023-04-06,Premium,699,10.1,2,4,22,34,1,0,At-Risk
1098,2024-07-06,Premium,699,8.2,5,5,36,10,1,1,Loyal
1099,2023-04-24,Premium,699,6.4,4,5,17,27,0,2,Medium
1100,2023-02-18,Premium,699,21.1,4,5,4,32,1,2,Medium
1101,2024-08-18,Premium,699,11.5,0,3,8,21,0,2,Medium
1102,2024-08-09,Premium,699,21.2,3,2,35,19,1,1,Loyal
1103,2024-06-12,Premium,699,18.0,8,5,9,15,1,2,Medium
1104,2024-03-11,Premium,699,20.7,5,3,13,6,1,2,Medium
1105,2023-03-21,Standard,399,2.8,6,1,6,30,1,2,Medium
1106,2023-09-28,Standard,399,10.4,8,4,34,49,1,0,At-Risk
1107,2024-03-02,Premium,699,16.1,7,5,32,59,0,0,At-Risk
1108,2024-12-22,Basic,199,12.9,7,5,10,29,1,2,Medium
1109,2023-06-10,Premium,699,3.4,3,3,34,30,1,1,Loyal
1110,2023-05-04,Premium,699,23.1,1,4,24,54,1,0,At-Risk
1111,2024-01-19,Standard,399,1.5,2,0,19,23,1,2,Medium
1112,2023-02-19,Standard,399,12.4,2,1,19,50,0,0,At-Risk
1113,2023-03-11,Standard,399,5.8,7,0,19,7,0,2,Medium
1114,2024-01-22,Basic,199,12.3,4,4,27,28,0,1,Loyal
1115,2024-11-14,Standard,399,19.2,8,5,9,29,0,2,Medium
1116,2024-09-30,Standard,399,21.7,5,0,10,51,0,2,Medium
1117,2024-11-17,Standard,399,6.2,6,2,25,34,1,1,Loyal
1118,2024-12-25,Standard,399,16.3,2,5,18,1,0,1,Loyal
1119,2024-07-08,Standard,399,16.3,8,0,36,12,0,1,Loyal
1120,2023-01-20,Premium,699,24.0,8,1,4,48,1,2,Medium
1121,2024-12-23,Basic,199,4.9,0,2,35,50,1,0,At-Risk
1122,2023-02-16,Premium,699,2.6,8,4,29,20,1,1,Loyal
1123,2023-11-21,Standard,399,8.8,2,3,2,1,0,2,Medium
1124,2023-07-07,Standard,399,2.7,1,4,17,10,1,1,Loyal
1125,2023-11-30,Standard,399,4.3,6,5,6,10,1,2,Medium
1126,2024-02-27,Basic,199,18.0,4,3,2,6,1,2,Medium
1127,2024-09-03,Standard,399,9.7,1,0,17,12,0,2,Medium
1128,2023-03-04,Premium,699,12.6,8,3,16,60,1,0,At-Risk
1129,2023-08-28,Standard,399,14.1,1,3,30,1,0,1,Loyal
1130,2023-05-09,Basic,199,14.1,1,1,18,48,0,0,At-Risk
1131,2024-01-18,Standard,399,11.4,8,1,27,50,0,0,At-Risk
1132,2023-02-12,Premium,699,19.7,8,3,11,58,1,2,Medium
1133,2024-05-08,Basic,199,24.0,4,5,30,10,1,1,Loyal
1134,2024-08-22,Standard,399,21.1,6,2,17,53,1,0,At-Risk
1135,2024-02-09,Premium,699,1.6,8,4,19,4,1,1,Loyal
1136,2024-09-17,Premium,699,20.8,8,2,8,56,1,2,Medium
1137,2024-12-25,Premium,699,22.2,5,5,21,16,0,1,Loyal
1138,2024-09-05,Standard,399,6.5,5,2,18,13,1,2,Medium
1139,2024-05-02,Standard,399,22.9,2,5,2,59,1,0,At-Risk
1140,2024-05-15,Basic,199,17.0,6,4,1,57,1,2,Medium
1141,2024-11-18,Standard,399,2.5,1,4,35,1,0,1,Loyal
1142,2024-12-14,Standard,399,9.1,6,4,8,22,1,2,Medium
1143,2023-01-21,Basic,199,11.8,3,3,8,0,1,2,Medium
1144,2024-05-20,Standard,399,5.2,4,5,23,14,1,1,Loyal
1145,2024-10-15,Standard,399,7.4,3,0,3,12,0,2,Medium
1146,2024-11-06,Standard,399,21.8,8,3,8,10,0,2,Medium
1147,2024-08-06,Premium,699,2.1,2,5,12,4,1,2,Medium
1148,2024-12-10,Basic,199,18.4,4,1,34,54,0,0,At-Risk
1149,2024-10-18,Premium,699,15.6,8,3,35,0,0,1,Loyal
1150,2023-10-08,Premium,699,21.4,5,3,4,54,0,2,Medium
1151,2023-08-18,Basic,199,11.9,5,4,34,48,1,0,At-Risk
1152,2023-07-19,Basic,199,23.0,8,3,18,20,1,2,Medium
1153,2024-03-09,Standard,399,22.1,0,5,6,14,0,2,Medium
1154,2023-04-10,Basic,199,5.3,5,2,16,4,0,2,Medium
